screen_name,text
susupeninggibdn,nahh kalau ini sis laras yang pakai masker spirulina. maskeran dulu sebelum tidur. PIN:D778B048 WA:081322071239 https://t.co/wLsQfdFFP8
susupeninggibdn,nahh kalau ini sis laras yang pakai masker spirulina. maskeran dulu sebelum tidur. PIN:D778B048 WA:081322071239 https://t.co/4s6qltx9fk
Huppies_Jaksel,Saya menjual Masker Bubuk Organik &amp; Non Organik by Lea Gloria kemasan 20gram (BPOM) dengan potongan 15%! Hanya Rp5.100. Dapatkan sekarang juga di Shopee!. https://t.co/7M6N6RjSBO
Huppies_Jaksel,Saya menjual Huppies Masker Wajah Organik kemasan ber Ziplock seharga Rp6.000. Ayo beli di Shopee! https://t.co/8XNnocLUqp
Huppies_Jaksel,Saya menjual Poupeepou Masker Wajah Organik kemasan 25 gram seharga Rp6.000. Ayo beli di Shopee! https://t.co/8k6laIeAHI
Huppies_Jaksel,Saya menjual Huppies Masker Wajah Organik kemasan ber Ziplock seharga Rp6.000. Ayo beli di Shopee! https://t.co/LijzXL5WI4
Huppies_Jaksel,"@nutellow kalau untuk masker huppies dia ada tanggal exp nya kak di kemasan dan sampai bulan November 2021 terus Alhamdulillah sudah BPOM

kalau takut ga habis bisa sedikit dikit buat stok kak yang penting habis nya cepat https://t.co/im5VmdlzeX"
Huppies_Jaksel,"Masker organik huppies
Sudah BPOM
Bisa scan barcode
Ada tanggal exp di kemasan
Kemasan sudah berziplock
Berat 25gram

HARGA 6.000 aja wei dan sekarang mau rilis kemasan baru nya karena emg nomor BPOM nya baru aja keluar 

Dan aku jualan masker ini lhoo https://t.co/1dvwlEBZ00"
Huppies_Jaksel,Saya menjual Huppies Masker Wajah Organik kemasan ber Ziplock seharga Rp6.000. Ayo beli di Shopee!. https://t.co/f7QMkrL1ph
Huppies_Jaksel,Saya menjual Masker Bubuk Organik &amp; Non Organik by Lea Gloria kemasan 20gram (BPOM) dengan potongan 15%! Hanya Rp5.100. Dapatkan sekarang juga di Shopee! https://t.co/nAnxSi1RPR
Huppies_Jaksel,"Open Reseller yaa ~
order 20 pcs masker udah bisa join Reseller dan dapat harga grosir

yang belom ada modal bisa join dropship yaa
Maen hp aja posting posting
Ga perlu mikirin harus packing dll

Lumayan buat bayar kuliah dll

Pengiriman dari Jakarta Selatan
Minat bisa dm https://t.co/kBuHjNqnTV"
Huppies_Jaksel,"@markas_jb Hai ka masker huppies pengiriman Jakarta Selatan

https://t.co/i0E8oB5pCw"
Huppies_Jaksel,Saya menjual Spatula Masker / Spatula sendok untuk maskeran dengan potongan 15%! Hanya Rp1.275. Dapatkan sekarang juga di Shopee! https://t.co/dBBEIa5j78
Huppies_Jaksel,Saya menjual Huppies Masker Wajah Organik kemasan ber Ziplock seharga Rp6.000. Ayo beli di Shopee! https://t.co/STSUxEDLhN
Huppies_Jaksel,Saya menjual Masker Bubuk Organik &amp; Non Organik by Lea Gloria kemasan 20gram (BPOM) dengan potongan 15%! Hanya Rp5.100. Dapatkan sekarang juga di Shopee! .. https://t.co/1RaDJ62Chh
Huppies_Jaksel,Saya menjual Masker Bubuk Organik &amp; Non Organik by Lea Gloria kemasan 20gram (BPOM) dengan potongan 15%! Hanya Rp5.100. Dapatkan sekarang juga di Shopee!. https://t.co/1RaDJ62Chh
Huppies_Jaksel,Saya menjual Masker Bubuk Organik &amp; Non Organik by Lea Gloria kemasan 20gram (BPOM) dengan potongan 15%! Hanya Rp5.100. Dapatkan sekarang juga di Shopee! https://t.co/H8EG1TCEyl
xxprojext,"@recehtapisayng misii, titip mau jualan yah kak<U+0001F64F>

hallo semua!<U+2728> semoga dalam keadaan sehat, —yuk jangan lupa pake masker—

aku jual masker tie dye yg kekinian loh, 2ply bahan katun nyaman bgt dipake<U+0001F60D><U+0001F60D> yg mau boleh cus dm twitter/ig<U+0001F64F> https://t.co/veVqa2bZbx"
xxprojext,"buat yang mau tanya2 ready masker tie dye apa aja boleh banget lewat dm, nanti aku bakal kasih tau warna-warna keren <U+0001F60D> https://t.co/xoXWmwfEwv"
xxprojext,"@txtdarionlshop misii, titip mau jualan yah kak<U+0001F64F>

hallo semua!<U+2728> semoga dalam keadaan sehat, —yuk jangan lupa pake masker—

aku jual masker tie dye yg kekinian loh, 2ply bahan katun nyaman bgt dipake<U+0001F60D><U+0001F60D> yg mau boleh cus dm twitter/ig<U+0001F64F> https://t.co/D4q74fqoE3"
xxprojext,"@recehtapisayng misii, titip mau jualan yah kak<U+0001F64F>

hallo semua!<U+2728> semoga dalam keadaan sehat, —yuk jangan lupa pake masker—

aku jual masker tie dye yg kekinian loh, 2ply bahan katun nyaman bgt dipake<U+0001F60D><U+0001F60D> yg mau boleh cus dm twitter/ig<U+0001F64F> https://t.co/PTinxRuZc8"
vlyrfn,"""Tetap patuhi protokol kesehatan dan jangan lupa pakai masker.""

Iklan layanan masyarakat ini dipersembahkan oleh Mamamoo <U+0001F44D> https://t.co/yNFCf1O92a"
evereeze,21.39 Polri pembagian Masker &amp; himbauan protokol Kesehatan Cegah Covid 19 di sekitar Blok M Jaksel https://t.co/0KofSblRBx
evereeze,"Menggunakan masker ditengah aktifitas pada saat kondisi pandemi seperti ini adalah sebuah keharusan. Selain sudah menjadi himbuan oleh pemerintah, penggunaan masker juga sebagai ikhtiar kita untuk tidak terpapar dan memaparkan virus COVID-19 yang mungkin tidak kita sadari. https://t.co/o0qNruwsQE"
moelija,@farizafma Emg buka masker?
woodyw00dpacker,@khaliieyy @rahmimrs bljr bc mba dah gede masa gabisa baca. malu sm masker
eriesmeilani,Ilustrasi OTG (ORANG POSITIF COVID19 TANPA GEJALA) yg super duper jahat banget. Dan disinilah mengapa penting bagi kita untuk GAK LEPAS2 MASKER sekalipun kalian akrab banget sama temen/kenalan kalian. https://t.co/rlzAG3v1Nt
Llliiiiinnnn,Sedaritadi ngetawaiin anak orang gegara curhat beli masker <U+0001F923><U+0001F923>
sansadhia,"Setiap penumpang dibagikan Face Shield gratis untuk keamanan tambahan selain masker.
#TransmateJourney #TransportasiAmanProduktif #TransmatePenghubungIndonesia https://t.co/JN5Dr4KItK"
sansadhia,"Selama 9 jam perjalanan Jakarta - Surabaya naik kereta Argo Bromo Anggrek, aku sama sekali gak lepas masker dan face shield, kecuali saat makan. Ini tips buat teman-teman juga yang bepergian jauh.
#TransmateJourney #TransportasiAmanProduktif #TransmatePenghubungIndonesia https://t.co/MXUChtpOTW"
ikanpitinn,@Elvarttaw pake masker every time every where bund
TMCPoldaMetro,"09.05 Polri Sat Lantas Jaktim, Dishub ,Pol PP &amp; TNI memberikan himbauan dan pemasangan Stiker Ayo Pakai Masker di kendaraan guna mengurangi penyebaran virus Covid-19. di Cek Poin Lampiri Jalan Raya Kalimalang Jaktim https://t.co/BUaB1Iajqb"
TMCPoldaMetro,08.22 Polri Sat Lantas Tangsel menghimbau kepada Masyarakat pengguna jalan untuk melaksanakan Protokol 3M dan memberikan masker guna mengurangi penyebaran virus Covid-19 di sekitar Bintaro Tangerang Selatan. https://t.co/BNzZfNgr8G
TMCPoldaMetro,"11.08 Sat Lantas Jaktim bersama Dishub dan Pol-PP melakukan pemasangan stiker ' Ayo Pakai Masker "" pada kendaraan umum di Check Point Elang Baondol Cakung Jaktim. https://t.co/umsvAvgebP"
TMCPoldaMetro,"10.37 Unit Dikyasa Sat Lantas Jaktim, melaksanakan sosialisasi dan penyuluhan Tertib Berlalu Lintas, Protokol Kesehatan, dan membagikan masker kpd pengemudi truk / mobil bak di pangkalan truk deket TL Pangkalan Jati Duren Sawit Jaktim. https://t.co/0SoD6x314T"
TMCPoldaMetro,21.30 Polri pembagian Masker &amp; himbauan protokol Kesehatan Cegah Covid 19 di sekitar Plaza Senayan Jakpus https://t.co/5UIXBpbq8j
TMCPoldaMetro,09.33 Satlantas Jakut memberikan teguran dan imbauan kepada pengemudi Angkutan Umum yg tidak menggunakan masker di Simpang Lima Semper Jakut. https://t.co/5VAPZ6eXls
TMCPoldaMetro,21.35 Polri pembagian Masker &amp; himbauan protokol Kesehatan Cegah Covid 19 di sekitar Bulungan Jaksel https://t.co/cScaqfrtlL
TMCPoldaMetro,10.58 Polri Sat Lantas Jakbar melakukan giat Himbauan tertib berlalu lintas dan Prokes Covid serta membagikan masker kepada pengguna jalan Traffic Light Cengkareng Jakarta Barat https://t.co/hMqntKcpcL
wanitasableng90,"@TMCPoldaMetro Coba itu kalo mau ngasih masker tangannya juga disarungin yg bener, Pak. Siapa tau ada nempel virus eh udah gitu maskernya langsung dipake sm yg lain, kan bisa ketempelan virus jg. Mohon maaf, sekedar saran <U+0001F64F>"
Kel_KarKun,"Satgas Covid-19 Kel Karet Kuningan dipimpin Kasi Ekbang melaksanakan giat monitoring PSBB di wilayah RW 07 Kel Karet Kuningan
Sabtu, 17 Oktober 2020. Mari tetap disiplin 3M:
1. Memakai Masker
2. Mencuci Tangan pakai Sabun
3. Menjaga Jarak
Bersama kita pasti bisa #lawancovid19 https://t.co/VBXjMcL3HE"
Kel_KarKun,"Lurah Kel Karet Kuningan bersama satgas Covid-19 Kelurahan melaksanakan giat Monitoring PSBB dan Operasi Tertib Masker di wilayah RW 02 dan 07 hari Minggu, tanggal 18 Oktober 2020
Yuk tetap disiplin melakukan 3M:
1. Memakai Masker
2. Mencuci Tangan pakai Sabun
3. Menjaga Jarak https://t.co/WznfkUMf1U"
Kel_KarKun,"Giat Monitoring PSBB Kelurahan Karet Kuningan dipimpin  Kasi Ekbang Kelurahan
Kamis tanggal 15 Oktober 2020
PSBB Transisi bukan berarti kita kendor menerapkan protokol kesehatan. Yuk tetap disiplin melakukan 3M;
1. Memakai Masker
2. Mencuci Tangan pakai Sabun &amp;
3. Menjaga Jarak https://t.co/hHjfpNZyz2"
imyourbabejoe,"@beatrigesim @ibuibuyakult Masker pake yg udah jadi aja beb, wkwkwkwk <U+0001F923><U+0001F923><U+0001F923>"
JeChorale,"Punya pacar seneng banget kalo aku laporan abis luluran, masker, mandi bunga, mandi susu, atau sebatas lagi skincare-an. Trus suka kepo nanya2 pake produk apa dll. So hwappy <U+0001F970>"
bahagia_pasti,"Masker baru, beneran nyaman dah pake yang merk ini ada kalung belakangnya, soalnya biasanya kalo buka masker pastii ke leher <U+0001F602> https://t.co/70Aiv4AyQO"
abukhfm,"cara supaya tampan
filter <U+274E>
masker <U+2705>"
nandaR1901,"Kalo masker anda seperti ini, dah disuruh push up sama satpol pp @GarethBale11 https://t.co/DbECKAUvFU"
Doislyfe,@nayounged Makan angkringan BERJEJER tanpa MASKER nikmat
rglingga,"Kayanya itu masker dijepretin ke muka si dokter
Iseng bgt ni bayi <U+0001F62D><U+0001F62D> https://t.co/eMD7fM612c"
Syamsud76579252,"Kostum Halloween yang paling menyeramkan tahun ini: nampak sakit, tidak pakai masker lalu batuk-batuk"
Syamsud76579252,Masker paling banyak digunakan sebagai bahan kampanye Pilkada 2020. https://t.co/kFllpzFfwA
Syamsud76579252,"Nyoba masker transparan. Not bad. Cuma nafas keluar tak semua lewat filter KN95, ada yg lolos lewat samping. Buat yg sehat saja.

The best masih masker kain yg rapat. https://t.co/DKNSQ516OM"
womantalk_com,"Selain bisa membuat wajah lebih mudah berjerawat dan menimbulkan bau mulut, kabarnya pemakaian masker terlalu lama juga bisa membuat mata Anda menjadi kering. Benarkah? https://t.co/H5fyDot97o"
womantalk_com,"Jika Anda terpaksa untuk selalu memakai masker, apa yang harus dilakukan untuk mencegah terjadinya bau mulut? https://t.co/pq6hSwTG4w"
womantalk_com,"Berikut ini beberapa masker wajah alami lengkap dengan cara pembuatannya, demi wajah yang cantik natural. https://t.co/HJ4uiWPaCR"
republikaonline,Warga masih gemar berkumpul namun belum taat protokol kesehatan sehingga razia perlu https://t.co/OQnSydXvYp
republikaonline,Pemerintah kota Berlin meluncurkan poster iklan layanan masyarakat yang kontroversial https://t.co/4zyLZE2tsT
republikaonline,Ini dilakukan oleh ratusan Millenial dari 48 BUMN. https://t.co/3ksRdq9vep
republikaonline,https://t.co/hHLbZ27XQ8
republikaonline,Kegiatan dilakukan di Jakarta Selatan. https://t.co/vphSpKvtSF
republikaonline,Para siswa mulai sadar penggunaan masker https://t.co/HlFp8Qs4R7
republikaonline,Khofifah: Masker Harus Dipakai Meski Tracing dan Screening Masif https://t.co/33zH6DFugL
republikaonline,"#Diborgol #PakaiMasker #Singapura

https://t.co/cS7SAtEWVq

Tegas! Di Singapura Tak Pakai Masker Langsung Diborgol"
republikaonline,Semakin hari siswa SMK Ma'airf NU kian sadar pakai masker https://t.co/Z7aVKCqyKU
republikaonline,Operasi Yustisi digarapkan membuat masyarakat semakin disiplin menggunakan masker https://t.co/SECci0whYM
republikaonline,"Meski kesadaran meningkat, masih banyak yang enggan memakai masker https://t.co/YGVIQZZkPZ"
republikaonline,https://t.co/QgtFcg1sZe
poenjasaja,"@Inay_ajahh @YBRAP di daerah sini emang gitu, udah banyak yang gak pake masker sama nongkrong nongkrong. padahal beberapa kelurahan disekitarnya pernah masuk redzone. ckck"
vivanewscom,[VIDEO] Masker Sekali Pakai Jangan Asal Buang! Ini Sebabnya https://t.co/eNrUyoGrk3 #vlix
vivanewscom,"Gowes Sambil Kampanyekan Masker, Khofifah Singgah di Museum SBY-Ani https://t.co/lpYrSMGNK9"
vivanewscom,"Masker Kain Jangan Asal Simpan, Begini yang Benar https://t.co/eiln2Fwdfl"
vivanewscom,"[VIDEO] Masker Kain Jangan Asal Simpan, Begini yang Benar https://t.co/hSZGk4SvJt #vlix"
vivanewscom,Satgas COVID-19: Warga yang Pakai Masker Meningkat https://t.co/aJUXAsR5xk
vivanewscom,[VIDEO] Tetap Cantik Pakai Masker Bareng dr. Sonia Wibisono https://t.co/YPouRGdCEv #vlix
vivanewscom,Tetap Cantik Pakai Masker Bareng dr. Sonia Wibisono https://t.co/yBsD3RJ4hX
vivanewscom,"Turunkan Masker Untuk Makan, Pria Ini Diusir dari Pesawat https://t.co/nTga7PMlUE"
vivanewscom,"[VIDEO] Turunkan Masker Untuk Makan, Pria Ini Diusir dari Pesawat https://t.co/Lz9JMVLXpS #vlix"
vivanewscom,MASKER SEKALI PAKAI JANGAN ASAL DIBUANG! https://t.co/MwwUBE1lcb
VIVAcoid,"7 masker karya designer lokal. Unik, fashionable dan sesuai dengan protokol kesehatan
-
#satgascovid19 #ingatpesanibu #ingatpesanibupakaimasker #ingatpesanibujagajarak #ingatpesanibucucitangan #pakaimasker #jagarak #jagajarakhindarikerumunan #cucitangan #cucitanganpakaisabun https://t.co/1GKtzXOCGy"
VIVAcoid,"Siapa yang wajahnya jadi sering jerawatan gara-gara masker? Gimana cara atasinya? 
Yuk gabung di #VIVATalk Kulit Tetap Cantik Meski Pakai Masker bersama dr. Sonia Wibisono . 
JUMAT, 16 Oktober 2020 pukul 15.00 WIB. 
Live di Instagram @VIVAcoid https://t.co/qXd0i3j0lN"
VIVAcoid,"Sejumlah asumsi terus berkembang mengenai penggunaan masker selama pandemi.
-<U+2800><U+2800>
#satgascovid19 #ingatpesanibu #ingatpesanibupakaimasker #ingatpesanibujagajarak #ingatpesanibucucitangan #pakaimasker #jagarak #jagajarakhindarikerumunan #cucitangan #cucitanganpakaisabun https://t.co/U2pRVdFQt7"
VIVAcoid,"Seakan mengikuti tren, sejumlah perusahaan berusaha untuk mengeluarkan inovasi dalam membuat pelindung wajah.

Berikut sejumlah inovasi pelindung wajah dari berbagai perusahaan.
===
https://t.co/AgUlGpg4cz https://t.co/KWzuaKRFH6"
VIVAcoid,"Inovasi Pelindung Wajah Anticorona, Helm Astronot hingga Masker LED https://t.co/DaS0SduqZc"
bagaas_hermawan,Ada kejadian lucu di pernikahan Taqy Malik dan Serell Nadirah. https://t.co/zPNeXUHvmn
detikhot,Ada kejadian lucu di pernikahan Taqy Malik dan Serell Nadirah. https://t.co/KGZMs6n7ZU
detikhot,Ia memberikan senyum berseri-seri dan dengan beraninya keluar dari 'gelembung' amannya dari kastil Istana Windsor tanpa mengenakan masker wajah. https://t.co/dCVTo8xvyT
aquayuuu_,derita punya muka kecil beli masker selalu kegedean:)
Wulung006687342,"@DivHumas_Polri Pakai masker, laksanakan kewajibanmu.
#divisihumaspolri"
Wulung006687342,"@DivHumas_Polri Pake masker. Pasti aman.
#divisihumaspolri"
Wulung006687342,"@DivHumas_Polri Memilih itu wajib, pakai masker itu harus. Top..top.
#divisihumaspolri"
Wulung006687342,"@PDI_Perjuangan Smg sukses jgn lupa pake masker.
#PDIPerjuangan"
retrocha,Masker ini enak sekali ya dipakai... https://t.co/cs8IEmwAwa
chryciii,"Fiks gua lagi nerapin masker kayak gini <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F624><U+0001F923><U+0001F923><U+0001F923>

Tpi sekedar saran,emg susah sih,klo bisa Jangan lama2 buat make masker yg kunyit gini,ya cukup 10 mnt,,, soalnya makin lama muka kita makim kuning jdi kek ayam bumbu anjim <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D> https://t.co/GSeNwqMj7U"
amirfiqi,"Cegah Covid-19 Di Pacitan, Khofifah Sambil Bersepeda Membagikan Masker https://t.co/7nmnDwjkQc"
nadyacola,"<U+0001F9D5>: Cium 'Ammah dulu (pipi kanan)
<U+0001F467>: Ganti pipi kiri (cium pipi kiri)
<U+0001F9D5>: Jidat jidat
<U+0001F467>: (Nempelin jidat ke jidat)
Bukan cium jidat <U+0001F926><U+200D><U+2640><U+FE0F><U+0001F923>
Dasar ponakan ku yg mendem hidungnya kalo pake masker <U+0001F923><U+0001F923>"
Iniocel1,@rainbowcakesxo @nathanJKT48 @TheDukeOfBdg @dibaca_asel @kenziibiseo Yaaah udahan nih? Padahal baru mau mulai nih hehe. Kamu kalo ada masalah cerita sama mereka mutualan kan banyak jadikan teman real biar hidup berwarna kaya pelangi. Ngga kaya masker mu
Iniocel1,@Silentbeardy Ini ka @rainbowcakesxo ganteng pake masker trio macan yg suka rated di menfes rated kontolnya
Iniocel1,@gyeong__jae @nathanJKT48 @rainbowcakesxo Heiii ingat dia bukan banci tapi dia adalah ninja dari konoha liat pake masker
Iniocel1,@nathanJKT48 @rainbowcakesxo Makanyaaaa lucu ih makin gemes deh sama kamu om matican (masker trio macan)
Iniocel1,@JuudaimeH maskernya pengen masker peju
your_loveth,orang-orang kok bisa ya pada betah make masker kain
panconggggg,"Long time no see jakarta, dari masker mencong https://t.co/vg69QyMDdB"
chappyblossom,"MEDIHEAL X BTS EDITION ORIGINAL <U+0001F1F0><U+0001F1F7>

Harga: Rp. 150.000
Isi: 8 masker varian tea tree dan pocket map BTS
TANPA PHOTOCARD YA<U+2757><U+2757><U+2757>
Cuma ada 1 box, harga sudah termurah, kalau masih bisa dicheckout berarti stok masih ada

Cara Order
Shopee: https://t.co/sl88388BYy
WA: 0895327694673 https://t.co/zUaC9wn99e"
pbpmicovid19,"Gak hanya PMI dan BenihBaik aja, banyak perusahaan seperti @ShopeeID, @GrabID, Kopi Janji Jiwa, BRI Life, dan perorangan yang juga aktif membantu mewujudkan tercapainya Gerakan Sejuta Masker untuk Indonesia ini lho!"
pbpmicovid19,"PMI Kota Sukabumi juga terus mendorong pesantren untuk menyiapkan berbagai fasilitas protokol kesehatan, seperti tempat mencuci tangan, penyediaan hand sanitizer, serta pengadaan masker.  https://t.co/E5JBDnWiza"
NurnaAN,"Katanya org kesehatan, tapi kemana"" jarang pake masker. Gue racunin juga lu!"
nafian46,Tetap DISIPLIN 3M ya: Memakai masker; Mencuci tangan; Menjaga jarak ~ FR #SahabatFADJROEL https://t.co/gjJxsyhP14
nafian46,"Alhamdulillah DISIPLIN memakai MASKER sudah mencapai 91,98% menurut survei terbaru @bps_statistics #AyoPakaiMASKER ~ #Jubir #BungJubir @JubirPresidenRI #UUCiptaKerjaUntukRakyat https://t.co/WzzTdeCMC7"
SoundRich_ent,"Rani ke pasar memakai lipstick
Ketutup masker karna corona
Ini pantun katanya unik
Gak tau uniknya sebalah mana... https://t.co/x3O7A3ZN74"
pxncake,"@womanfeeds_id Aku ke spkk soalnya udah nyerah semua skincare yang katanya holy grail aku coba ini itu, masker ini itu, skincare korea apa lah you name it aku coba..tapi ya gt, mungkin karena stres jg ga ada yg mempan akhirnya makin parah"
heriwebcom,Infografis: Alasan Kenapa Masker Scuba Kurang Efektif https://t.co/eXpBzpHGPv
bl0ovvdytaers,@seokjinnbae Mana sempat harganya bisa 2x lipat lebi mahal dan keburu sold out kek masker tsum tsum<U+0001F62D><U+0001F64F>
itsrapunjels,Masker dikasi by PT mitsuba indonesia <U+0001F602> https://t.co/1uyFrSCovC
milkystrwbrryy,"@JUALAN_BASE dapet masker organik, start from 6k. ada yg lg promo beli 5 gratis 1 bisa cod jg lohh yukk order<U+0001F970> https://t.co/aek2YmNJAo"
milkystrwbrryy,@JUALAN_BASE masker organik start from 6k nih free gifr bs cod<U+0001F970> https://t.co/ArZKxWnBqr
milkystrwbrryy,@BerburuSale ready masker organik start from 6k free gift. ada sabun gluta collagen juga 50k aja udah dapet free gift jg. bisa cod lewat https://t.co/qOlp4lFC96 https://t.co/jR3gS06EMW
milkystrwbrryy,"@andihiyat @aglkeanu nitip yaa

masker organik start from 6k nih, ada juga sabun gluta collagen 50k bisa cod di shopi udah dapet banyak free gift<U+0001F970> https://t.co/ascmOQIcXI"
onjeinloop,@OfficialMonstaX Tetep ganteng y wlpn pake masker <U+0001F62D><U+2764><U+FE0F>
capricornbearr,@callmenui1 Yg rambut warna warni ya? Yg pake masker? Gak ngeh gue.. hehe
capricornbearr,"Akhirnya cuma bisa masak 1 masakan buat org rumah. Buat w gak sempet. Soale lagi flu batuk jg. Masak pake masker, engap bgt. Ganjel pake nasi tempe tahu dulu. Ntar antara tambah telor ato masak ayam, biar kuat Ampe besok. Klo tempe tahu duank yg ada ntar mlm w gelisah..hehe"
_Oceannia,"@PayLaterr Kalau sheet mask bisa dijadiin serum sih, dipake ditengah2. Kalau masker yg harus dibilas baru dipake diawal."
_Oceannia,"Motong kunyit sebentar aja tangan udah kuning, apalagi dipakein jadi masker kemuka asdfhdkslsms nangis aja"
dunia_naa,@apdesti_ @ibuibuyakult pake hoodie kacamata masker<U+0001F62D>
geraldsipahutar,"@fadjroeL @bps_statistics @JubirPresidenRI Berita yang baik, namun masih perlu diberikan penyuluhan yang lebih serius.

Masih banyak juga yang pakai masker tidak baik, hanya mulutnya tertutup tapi hidungnya tidak, kemudian juga kualitas masker yang dipakai."
